Episode,Character 1,Character 2,Interaction,Saga,Arc,Filler
809,nami,luffy,Communication,Whole Cake Island Saga,Whole Cake Island,False
809,ichiji,pudding,Emotional,Whole Cake Island Saga,Whole Cake Island,False
809,niji,pudding,Emotional,Whole Cake Island Saga,Whole Cake Island,False
809,yonji,pudding,Emotional,Whole Cake Island Saga,Whole Cake Island,False
810,luffy,big mom pirates,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
810,luffy,chess soldiers,Physical,Whole Cake Island Saga,Whole Cake Island,False
810,nami,kingbaum,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
810,sanji,pudding,Communication,Whole Cake Island Saga,Whole Cake Island,False
810,sanji,pudding,Emotional,Whole Cake Island Saga,Whole Cake Island,False
810,luffy,opera,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
810,luffy,bobbin,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
810,bobbin,luffy,Physical,Whole Cake Island Saga,Whole Cake Island,False
810,nami,kingbaum,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
810,nami,luffy,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
810,nami,chess soldiers,Physical,Whole Cake Island Saga,Whole Cake Island,False
810,randolph,chopper,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
810,randolph,carrot,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
810,chopper,carrot,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
810,chopper,randolph,Physical,Whole Cake Island Saga,Whole Cake Island,False
810,nami,galette,Indirect,Whole Cake Island Saga,Whole Cake Island,False
810,luffy,counter,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
810,luffy,cadenza,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
810,luffy,cabaletta,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
810,luffy,opera,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
810,sanji,pudding,Emotional,Whole Cake Island Saga,Whole Cake Island,False
810,sanji,pudding,Physical,Whole Cake Island Saga,Whole Cake Island,False
811,chopper,carrot,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
811,chopper,brulee,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
811,carrot,brulee,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
811,chopper,randolph,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
811,carrot,diesel,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
811,sanji,linlin,Communication,Whole Cake Island Saga,Whole Cake Island,False
811,sanji,linlin,Communication,Whole Cake Island Saga,Whole Cake Island,False
811,amande,kingbaum,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
811,galette,nami,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
811,luffy,mascarpone,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
811,luffy,joscarpone,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
811,luffy,bobbin,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
811,nami,galette,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
811,luffy,mont d'or,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
811,luffy,opera,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
811,luffy,counter,Physical,Whole Cake Island Saga,Whole Cake Island,False
811,luffy,cadenza,Physical,Whole Cake Island Saga,Whole Cake Island,False
811,luffy,nami,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
811,nami,amande,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
811,nami,big mom pirates,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
811,luffy,big mom pirates,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
812,tamago,smoothie,Communication,Whole Cake Island Saga,Whole Cake Island,False
812,brook,pedro,Communication,Whole Cake Island Saga,Whole Cake Island,False
812,brulee,chopper,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
812,brulee,carrot,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
812,chopper,carrot,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
812,linlin,vinsmoke family,Communication,Whole Cake Island Saga,Whole Cake Island,False
812,luffy,nami,Emotional,Whole Cake Island Saga,Whole Cake Island,False
812,linlin,luffy,Communication,Whole Cake Island Saga,Whole Cake Island,False
812,linlin,nami,Communication,Whole Cake Island Saga,Whole Cake Island,False
812,luffy,linlin,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
812,sanji,linlin,Indirect,Whole Cake Island Saga,Whole Cake Island,False
812,luffy,big mom pirates,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
812,nami,big mom pirates,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
812,tamago,pedro,Indirect,Whole Cake Island Saga,Whole Cake Island,False
812,linlin,judge,Communication,Whole Cake Island Saga,Whole Cake Island,False
812,linlin,perospero,Communication,Whole Cake Island Saga,Whole Cake Island,False
813,pedro,brook,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
813,luffy,linlin,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
813,pudding,linlin,Emotional,Whole Cake Island Saga,Whole Cake Island,False
813,perospero,luffy,Physical,Whole Cake Island Saga,Whole Cake Island,False
813,nami,linlin,Communication,Whole Cake Island Saga,Whole Cake Island,False
813,nami,lola,Communication,Whole Cake Island Saga,Whole Cake Island,False
813,pedro,chess soldiers,Physical,Whole Cake Island Saga,Whole Cake Island,False
813,pedro,chess soldiers,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
813,pedro,treasure room,Physical,Whole Cake Island Saga,Whole Cake Island,False
813,smoothie,tamago,Other,Whole Cake Island Saga,Whole Cake Island,False
813,linlin,luffy,Communication,Whole Cake Island Saga,Whole Cake Island,False
813,mont d'or,brook,Perception,Whole Cake Island Saga,Whole Cake Island,False
813,mont d'or,pedro,Perception,Whole Cake Island Saga,Whole Cake Island,False
814,pedro,brook,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
814,brook,chess soldiers,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
814,brulee,carrot,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
814,chopper,brulee,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
814,sanji,pudding,Emotional,Whole Cake Island Saga,Whole Cake Island,False
814,pudding,luffy,Communication,Whole Cake Island Saga,Whole Cake Island,False
814,pudding,nami,Communication,Whole Cake Island Saga,Whole Cake Island,False
814,pedro,tamago,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
814,pedro,smoothie,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
814,brook,smoothie,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
814,brook,tamago,Indirect,Whole Cake Island Saga,Whole Cake Island,False
814,brulee,randolph,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
814,carrot,randolph,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
814,carrot,diesel,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
814,chopper,randolph,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
814,chopper,diesel,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
814,sanji,eggplant soldier,Communication,Whole Cake Island Saga,Whole Cake Island,False
814,luffy,opera,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
814,pudding,opera,Communication,Whole Cake Island Saga,Whole Cake Island,False
815,pudding,sanji,Perception,Whole Cake Island Saga,Whole Cake Island,False
815,pudding,luffy,Communication,Whole Cake Island Saga,Whole Cake Island,False
815,pudding,nami,Communication,Whole Cake Island Saga,Whole Cake Island,False
815,luffy,nami,Emotional,Whole Cake Island Saga,Whole Cake Island,False
815,chopper,carrot,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
815,chopper,brulee,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
815,carrot,brulee,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
815,chopper,noble croc,Physical,Whole Cake Island Saga,Whole Cake Island,False
815,carrot,diesel,Physical,Whole Cake Island Saga,Whole Cake Island,False
815,brook,linlin,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
815,pedro,tamago,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
815,reiju,pudding,Physical,Whole Cake Island Saga,Whole Cake Island,False
815,sanji,eggplant soldier,Communication,Whole Cake Island Saga,Whole Cake Island,False
815,judge,vinsmoke family,Communication,Whole Cake Island Saga,Whole Cake Island,False
815,niji,ichiji,Communication,Whole Cake Island Saga,Whole Cake Island,False
816,luffy,nami,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
816,luffy,opera,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
816,chopper,carrot,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
816,chopper,brulee,Indirect,Whole Cake Island Saga,Whole Cake Island,False
816,carrot,brulee,Communication,Whole Cake Island Saga,Whole Cake Island,False
816,brook,linlin,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
816,pedro,tamago,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
816,pedro,tamago,Emotional,Whole Cake Island Saga,Whole Cake Island,False
816,pedro,zepo,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
816,pedro,linlin,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
816,pedro,linlin,Emotional,Whole Cake Island Saga,Whole Cake Island,False
816,pedro,straw hat pirates,Emotional,Whole Cake Island Saga,Whole Cake Island,False
816,pedro,tamago,Physical,Whole Cake Island Saga,Whole Cake Island,False
816,pedro,tamago,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
817,luffy,nami,Communication,Whole Cake Island Saga,Whole Cake Island,False
817,pudding,luffy,Communication,Whole Cake Island Saga,Whole Cake Island,False
817,pudding,nami,Communication,Whole Cake Island Saga,Whole Cake Island,False
817,sanji,pudding,Perception,Whole Cake Island Saga,Whole Cake Island,False
817,pudding,reiju,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
817,pudding,sanji,Emotional,Whole Cake Island Saga,Whole Cake Island,False
817,sanji,reiju,Perception,Whole Cake Island Saga,Whole Cake Island,False
817,sanji,nitro,Perception,Whole Cake Island Saga,Whole Cake Island,False
817,pudding,linlin,Communication,Whole Cake Island Saga,Whole Cake Island,False
817,sanji,homies,Communication,Whole Cake Island Saga,Whole Cake Island,False
817,sanji,homies,Emotional,Whole Cake Island Saga,Whole Cake Island,False
818,pudding,reiju,Communication,Whole Cake Island Saga,Whole Cake Island,False
818,pudding,reiju,Physical,Whole Cake Island Saga,Whole Cake Island,False
818,pudding,reiju,Emotional,Whole Cake Island Saga,Whole Cake Island,False
818,brook,linlin,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
818,brook,prometheus,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
818,brook,zeus,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
818,brook,napoleon,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
818,chopper,carrot,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
818,chopper,mirror world,Communication,Whole Cake Island Saga,Whole Cake Island,False
818,carrot,brulee,Physical,Whole Cake Island Saga,Whole Cake Island,False
818,carrot,brulee,Communication,Whole Cake Island Saga,Whole Cake Island,False
818,luffy,nami,Emotional,Whole Cake Island Saga,Whole Cake Island,False
818,opera,nami,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
818,jinbe,opera,Physical,Whole Cake Island Saga,Whole Cake Island,False
818,jinbe,luffy,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
818,jinbe,nami,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
819,jinbe,luffy,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
819,jinbe,nami,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
819,sanji,reiju,Communication,Whole Cake Island Saga,Whole Cake Island,False
819,sanji,reiju,Emotional,Whole Cake Island Saga,Whole Cake Island,False
819,sanji,pudding,Communication,Whole Cake Island Saga,Whole Cake Island,False
819,reiju,sanji,Emotional,Whole Cake Island Saga,Whole Cake Island,False
819,reiju,sanji,Communication,Whole Cake Island Saga,Whole Cake Island,False
819,reiju,judge,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
819,reiju,sora,Communication,Whole Cake Island Saga,Whole Cake Island,False
819,reiju,ichiji,Indirect,Whole Cake Island Saga,Whole Cake Island,False
819,reiju,niji,Indirect,Whole Cake Island Saga,Whole Cake Island,False
819,reiju,yonji,Indirect,Whole Cake Island Saga,Whole Cake Island,False
819,reiju,eponi,Communication,Whole Cake Island Saga,Whole Cake Island,False
819,luffy,jinbe,Communication,Whole Cake Island Saga,Whole Cake Island,False
819,luffy,nami,Communication,Whole Cake Island Saga,Whole Cake Island,False
819,luffy,sanji,Communication,Whole Cake Island Saga,Whole Cake Island,False
819,luffy,big mom pirates,Physical,Whole Cake Island Saga,Whole Cake Island,False
819,smoothie,jinbe,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
819,smoothie,linlin,Indirect,Whole Cake Island Saga,Whole Cake Island,False
819,sanji,reiju,Communication,Whole Cake Island Saga,Whole Cake Island,False
819,sanji,reiju,Emotional,Whole Cake Island Saga,Whole Cake Island,False
819,sanji,reiju,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
820,pedro,tamago,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
820,pedro,big mom pirates,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
820,pedro,tamago,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
820,brook,linlin,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
820,brook,prometheus,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
820,smoothie,luffy,Perception,Whole Cake Island Saga,Whole Cake Island,False
820,smoothie,linlin,Perception,Whole Cake Island Saga,Whole Cake Island,False
820,smoothie,big mom pirates,Communication,Whole Cake Island Saga,Whole Cake Island,False
820,pudding,linlin,Communication,Whole Cake Island Saga,Whole Cake Island,False
820,luffy,cadenza,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
820,luffy,sanji,Perception,Whole Cake Island Saga,Whole Cake Island,False
820,reiju,sanji,Emotional,Whole Cake Island Saga,Whole Cake Island,False
820,reiju,sanji,Communication,Whole Cake Island Saga,Whole Cake Island,False
820,reiju,judge,Indirect,Whole Cake Island Saga,Whole Cake Island,False
820,brook,linlin,Physical,Whole Cake Island Saga,Whole Cake Island,False
820,brook,zeus,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
820,brook,prometheus,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
820,brook,napoleon,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
820,linlin,roger,Indirect,Whole Cake Island Saga,Whole Cake Island,False
820,linlin,brook,Communication,Whole Cake Island Saga,Whole Cake Island,False
820,linlin,pudding,Communication,Whole Cake Island Saga,Whole Cake Island,False
820,pudding,brook,Perception,Whole Cake Island Saga,Whole Cake Island,False
820,luffy,cadenza,Physical,Whole Cake Island Saga,Whole Cake Island,False
820,reiju,sanji,Communication,Whole Cake Island Saga,Whole Cake Island,False
820,reiju,sanji,Emotional,Whole Cake Island Saga,Whole Cake Island,False
820,reiju,judge,Indirect,Whole Cake Island Saga,Whole Cake Island,False
820,luffy,big mom pirates,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
821,pedro,chopper,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
821,chopper,carrot,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
821,chopper,nami,Communication,Whole Cake Island Saga,Whole Cake Island,False
821,chopper,jinbe,Communication,Whole Cake Island Saga,Whole Cake Island,False
821,nami,jinbe,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
821,nami,big mom pirates,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
821,luffy,cabaletta,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
821,luffy,reiju,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
821,reiju,sanji,Communication,Whole Cake Island Saga,Whole Cake Island,False
821,luffy,sanji,Emotional,Whole Cake Island Saga,Whole Cake Island,False
821,luffy,chess soldiers,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
821,pedro,brulee,Indirect,Whole Cake Island Saga,Whole Cake Island,False
821,pedro,diesel,Indirect,Whole Cake Island Saga,Whole Cake Island,False
821,cabaletta,cadenza,Emotional,Whole Cake Island Saga,Whole Cake Island,False
821,sanji,zeff,Emotional,Whole Cake Island Saga,Whole Cake Island,False
821,sanji,baratie,Emotional,Whole Cake Island Saga,Whole Cake Island,False
821,sanji,straw hat pirates,Emotional,Whole Cake Island Saga,Whole Cake Island,False
822,jinbe,nami,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
822,jinbe,chopper,Communication,Whole Cake Island Saga,Whole Cake Island,False
822,jinbe,carrot,Communication,Whole Cake Island Saga,Whole Cake Island,False
822,linlin,brook,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
822,linlin,pudding,Communication,Whole Cake Island Saga,Whole Cake Island,False
822,pudding,brook,Communication,Whole Cake Island Saga,Whole Cake Island,False
822,linlin,brook,Physical,Whole Cake Island Saga,Whole Cake Island,False
822,mont d'or,tamago,Communication,Whole Cake Island Saga,Whole Cake Island,False
822,mont d'or,galette,Communication,Whole Cake Island Saga,Whole Cake Island,False
822,mont d'or,opera,Communication,Whole Cake Island Saga,Whole Cake Island,False
822,mont d'or,amande,Communication,Whole Cake Island Saga,Whole Cake Island,False
822,luffy,chess soldiers,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
822,luffy,opera,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
822,luffy,flampe,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
822,sanji,bobbin,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
822,pedro,jinbe,Communication,Whole Cake Island Saga,Whole Cake Island,False
822,pedro,chopper,Communication,Whole Cake Island Saga,Whole Cake Island,False
822,pedro,carrot,Communication,Whole Cake Island Saga,Whole Cake Island,False
822,pudding,linlin,Communication,Whole Cake Island Saga,Whole Cake Island,False
822,opera,mont d'or,Communication,Whole Cake Island Saga,Whole Cake Island,False
822,diesel,chopper,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
822,diesel,carrot,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
823,sanji,bobbin,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
823,sanji,bobbin,Physical,Whole Cake Island Saga,Whole Cake Island,False
823,sanji retrieval team,brook,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
823,sanji retrieval team,linlin,Perception,Whole Cake Island Saga,Whole Cake Island,False
823,sanji retrieval team,linlin,Communication,Whole Cake Island Saga,Whole Cake Island,False
823,sanji retrieval team,brulee,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
823,sanji retrieval team,diesel,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
823,linlin,fly,Physical,Whole Cake Island Saga,Whole Cake Island,False
823,zeus,fly,Physical,Whole Cake Island Saga,Whole Cake Island,False
823,prometheus,fly,Physical,Whole Cake Island Saga,Whole Cake Island,False
823,napoleon,fly,Physical,Whole Cake Island Saga,Whole Cake Island,False
823,jinbe,brook,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
823,pedro,brook,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
823,chopper,brook,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
823,carrot,brook,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
823,nami,brook,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
823,linlin,chopper,Physical,Whole Cake Island Saga,Whole Cake Island,False
823,linlin,carrot,Physical,Whole Cake Island Saga,Whole Cake Island,False
823,zeus,carrot,Physical,Whole Cake Island Saga,Whole Cake Island,False
823,linlin,pedro,Physical,Whole Cake Island Saga,Whole Cake Island,False
823,linlin,nami,Physical,Whole Cake Island Saga,Whole Cake Island,False
823,linlin,brook,Physical,Whole Cake Island Saga,Whole Cake Island,False
823,prometheus,nami,Physical,Whole Cake Island Saga,Whole Cake Island,False
823,prometheus,brook,Physical,Whole Cake Island Saga,Whole Cake Island,False
823,jinbe,nami,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
823,jinbe,brook,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
823,sanji,dog,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
823,luffy,charlotte counter,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
823,luffy,charlotte counter,Physical,Whole Cake Island Saga,Whole Cake Island,False
824,luffy,charlotte counter,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
824,brook,sanji retrieval team,Communication,Whole Cake Island Saga,Whole Cake Island,False
824,jinbe,sanji retrieval team,Communication,Whole Cake Island Saga,Whole Cake Island,False
824,pekoms,bege,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
824,bobbin,sanji,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
824,bobbin,vito,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
824,sanji,luffy,Emotional,Whole Cake Island Saga,Whole Cake Island,False
824,pedro,brook,Communication,Whole Cake Island Saga,Whole Cake Island,False
824,brulee,diesel,Perception,Whole Cake Island Saga,Whole Cake Island,False
824,nami,chopper,Communication,Whole Cake Island Saga,Whole Cake Island,False
824,jinbe,sanji,Perception,Whole Cake Island Saga,Whole Cake Island,False
824,judge,vinsmoke family,Communication,Whole Cake Island Saga,Whole Cake Island,False
824,sanji,kingbaum,Perception,Whole Cake Island Saga,Whole Cake Island,False
825,luffy,counter,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
825,luffy,kingbaum,Indirect,Whole Cake Island Saga,Whole Cake Island,False
825,sanji,luffy,Communication,Whole Cake Island Saga,Whole Cake Island,False
825,sanji,luffy,Emotional,Whole Cake Island Saga,Whole Cake Island,False
825,sanji,luffy,Physical,Whole Cake Island Saga,Whole Cake Island,False
825,sanji,bobbin,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
825,sanji,luffy,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
825,sanji,usopp,Perception,Whole Cake Island Saga,Whole Cake Island,False
825,sanji,chopper,Perception,Whole Cake Island Saga,Whole Cake Island,False
825,sanji,luffy,Perception,Whole Cake Island Saga,Whole Cake Island,False
825,katakuri,brulee,Communication,Whole Cake Island Saga,Whole Cake Island,False
825,katakuri,big mom pirates,Indirect,Whole Cake Island Saga,Whole Cake Island,False
825,sanji,zeff,Perception,Whole Cake Island Saga,Whole Cake Island,False
825,sanji,patty,Perception,Whole Cake Island Saga,Whole Cake Island,False
825,sanji,carne,Perception,Whole Cake Island Saga,Whole Cake Island,False
825,sanji,yonji,Other,Whole Cake Island Saga,Whole Cake Island,False
825,sanji,niji,Other,Whole Cake Island Saga,Whole Cake Island,False
825,sanji,ichiji,Other,Whole Cake Island Saga,Whole Cake Island,False
825,sanji,reiju,Other,Whole Cake Island Saga,Whole Cake Island,False
825,sanji,judge,Other,Whole Cake Island Saga,Whole Cake Island,False
825,sanji,pudding,Other,Whole Cake Island Saga,Whole Cake Island,False
825,sanji,linlin,Other,Whole Cake Island Saga,Whole Cake Island,False
825,sanji,zoro,Other,Whole Cake Island Saga,Whole Cake Island,False
825,sanji,nami,Other,Whole Cake Island Saga,Whole Cake Island,False
825,sanji,brook,Other,Whole Cake Island Saga,Whole Cake Island,False
825,sanji,robin,Other,Whole Cake Island Saga,Whole Cake Island,False
825,sanji,usopp,Other,Whole Cake Island Saga,Whole Cake Island,False
825,sanji,chopper,Other,Whole Cake Island Saga,Whole Cake Island,False
825,sanji,franky,Other,Whole Cake Island Saga,Whole Cake Island,False
826,luffy,sanji,Emotional,Whole Cake Island Saga,Whole Cake Island,False
826,jinbe,sanji retrieval team,Communication,Whole Cake Island Saga,Whole Cake Island,False
826,jinbe,bege,Communication,Whole Cake Island Saga,Whole Cake Island,False
826,jinbe,linlin,Indirect,Whole Cake Island Saga,Whole Cake Island,False
826,chopper,luffy,Communication,Whole Cake Island Saga,Whole Cake Island,False
826,daifuku,chess soldiers,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
826,daifuku,genie,Physical,Whole Cake Island Saga,Whole Cake Island,False
826,jinbe,sanji retrieval team,Communication,Whole Cake Island Saga,Whole Cake Island,False
826,bege,five mafia groups,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
826,bege,big mom pirates,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
826,bege,linlin,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
826,bege,pekoms,Physical,Whole Cake Island Saga,Whole Cake Island,False
826,sun pirates,pekoms,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
826,luffy,bege,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
826,jinbe,luffy,Communication,Whole Cake Island Saga,Whole Cake Island,False
826,jinbe,luffy,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
827,sanji retrieval team,bege,Communication,Whole Cake Island Saga,Whole Cake Island,False
827,sun pirates,pekoms,Physical,Whole Cake Island Saga,Whole Cake Island,False
827,nami,carrot,Communication,Whole Cake Island Saga,Whole Cake Island,False
827,nami,chiffon,Communication,Whole Cake Island Saga,Whole Cake Island,False
827,sanji retrieval team,bege,Communication,Whole Cake Island Saga,Whole Cake Island,False
827,streusen,big mom pirates,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
827,aladine,pekoms,Communication,Whole Cake Island Saga,Whole Cake Island,False
827,sun pirates,pekoms,Communication,Whole Cake Island Saga,Whole Cake Island,False
827,luffy,sanji,Communication,Whole Cake Island Saga,Whole Cake Island,False
827,vito,sanji,Emotional,Whole Cake Island Saga,Whole Cake Island,False
827,chopper,luffy,Communication,Whole Cake Island Saga,Whole Cake Island,False
827,chopper,sanji,Communication,Whole Cake Island Saga,Whole Cake Island,False
827,luffy,vito,Communication,Whole Cake Island Saga,Whole Cake Island,False
827,sanji,vito,Communication,Whole Cake Island Saga,Whole Cake Island,False
827,nami,carrot,Communication,Whole Cake Island Saga,Whole Cake Island,False
827,nami,chiffon,Communication,Whole Cake Island Saga,Whole Cake Island,False
827,chiffon,lola,Indirect,Whole Cake Island Saga,Whole Cake Island,False
827,chiffon,linlin,Emotional,Whole Cake Island Saga,Whole Cake Island,False
827,linlin,lola,Emotional,Whole Cake Island Saga,Whole Cake Island,False
827,linlin,chiffon,Physical,Whole Cake Island Saga,Whole Cake Island,False
827,linlin,caesar,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
827,luffy,brook,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
827,luffy,fire tank pirates,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
827,brook,fire tank pirates,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
827,sanji,nami,Emotional,Whole Cake Island Saga,Whole Cake Island,False
827,brulee,chiffon,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
827,sanji retrieval team,bege,Communication,Whole Cake Island Saga,Whole Cake Island,False
827,luffy,bege,Communication,Whole Cake Island Saga,Whole Cake Island,False
827,oven,chess soldiers,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
828,sanji retrieval team,fire tank pirates,Communication,Whole Cake Island Saga,Whole Cake Island,False
828,luffy,bege,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
828,jinbe,luffy,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
828,bege,caesar,Cooperation,Whole Cake Island Saga,Whole Cake Island,False
828,luffy,caesar,Perception,Whole Cake Island Saga,Whole Cake Island,False
828,caesar,vito,Communication,Whole Cake Island Saga,Whole Cake Island,False
828,luffy,bege,Physical,Whole Cake Island Saga,Whole Cake Island,False
828,gotti,sanji retrieval team,Confrontation,Whole Cake Island Saga,Whole Cake Island,False
828,jinbe,luffy,Physical,Whole Cake Island Saga,Whole Cake Island,False
